                                 Test Report,,,,,
,,,,,
>>Start Time: 01/10/19 09:11:06       End Time: 01/10/19 13:43:35,,,,,
>>Sampling rate: 1sec,,,,,
>>Data number: 16350,,,,,
>>Temp Alarm HI: 40 C   Temp Alarm Low: 0 C,,,,,
>>RH Alarm HI: 90 %RH   RH Alarm Low: 10 %RH,,,,,
>>Temp MAX: 31.4 C @13:22:19 01/10/19  Temp MIN: 27.6 C @09:13:18 01/10/19  Temp AVG: 29.69 C,,,,,
>>RH MAX: 66.3 %RH @09:13:21 01/10/19  RH MIN: 53.6 %RH @13:25:45 01/10/19  RH AVG: 58.66 %RH,,,,,
----------------------------------------------------------------------------------------------------,,,,,
      NO            ,   Temp              ,,  RH                 ,, TIME 
329,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:16:34 
330,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:35 
331,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:36 
332,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:16:37 
333,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:16:38 
334,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:16:39 
335,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:40 
336,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:41 
337,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:16:42 
338,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:43 
339,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:44 
340,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:45 
341,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:46 
342,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:47 
343,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:48 
344,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:16:49 
345,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:16:50 
346,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:16:51 
347,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:16:52 
348,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:16:53 
349,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:16:54 
350,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:16:55 
351,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:16:56 
352,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:16:57 
353,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:16:58 
354,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:16:59 
355,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:00 
356,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:01 
357,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:02 
358,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:03 
359,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:04 
360,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:05 
361,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:06 
362,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:17:07 
363,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:08 
364,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:09 
365,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:10 
366,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:11 
367,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:12 
368,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:13 
369,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:14 
370,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:15 
371,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:16 
372,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:17:17 
373,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:18 
374,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:19 
375,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:20 
376,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:21 
377,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:22 
378,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:23 
379,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:24 
380,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:25 
381,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:26 
382,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:27 
383,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:28 
384,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:29 
385,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:30 
386,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:31 
387,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:32 
388,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:33 
389,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:34 
390,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:35 
391,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:36 
392,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:37 
393,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:38 
394,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:39 
395,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:40 
396,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:41 
397,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:42 
398,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:43 
399,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:44 
400,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:45 
401,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:46 
402,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:47 
403,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:48 
404,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:49 
405,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:50 
406,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:51 
407,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:52 
408,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:53 
409,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:54 
410,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:55 
411,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:56 
412,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:57 
413,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:58 
414,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:17:59 
415,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:00 
416,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:01 
417,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:02 
418,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:03 
419,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:04 
420,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:05 
421,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:06 
422,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:07 
423,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:08 
424,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:09 
425,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:10 
426,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:11 
427,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:12 
428,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:13 
429,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:14 
430,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:15 
431,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:16 
432,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:17 
433,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:18 
434,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:19 
435,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:20 
436,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:21 
437,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:22 
438,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:23 
439,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:24 
440,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:25 
441,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:26 
442,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:27 
443,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:28 
444,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:29 
445,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:30 
446,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:31 
447,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:32 
448,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:33 
449,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:34 
450,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:35 
451,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:36 
452,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:37 
453,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:38 
454,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:39 
455,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:40 
456,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:41 
457,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:42 
458,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:43 
459,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:44 
460,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:45 
461,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:46 
462,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:47 
463,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:48 
464,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:49 
465,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:50 
466,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:51 
467,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:52 
468,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:53 
469,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:54 
470,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:55 
471,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:56 
472,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:57 
473,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:58 
474,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:18:59 
475,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:00 
476,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:01 
477,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:02 
478,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:03 
479,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:04 
480,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:05 
481,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:06 
482,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:07 
483,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:08 
484,   27.7 C           ,,   66.1 %RH           ,,01-10-19/09:19:09 
485,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:10 
486,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:11 
487,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:12 
488,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:13 
489,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:14 
490,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:15 
491,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:16 
492,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:17 
493,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:18 
494,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:19 
495,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:20 
496,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:21 
497,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:22 
498,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:23 
499,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:24 
500,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:25 
501,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:26 
502,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:27 
503,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:28 
504,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:29 
505,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:30 
506,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:31 
507,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:32 
508,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:33 
509,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:34 
510,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:35 
511,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:36 
512,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:37 
513,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:38 
514,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:39 
515,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:40 
516,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:41 
517,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:42 
518,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:43 
519,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:44 
520,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:45 
521,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:46 
522,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:47 
523,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:48 
524,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:49 
525,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:50 
526,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:51 
527,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:52 
528,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:53 
529,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:54 
530,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:55 
531,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:56 
532,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:57 
533,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:58 
534,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:19:59 
535,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:00 
536,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:01 
537,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:02 
538,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:03 
539,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:04 
540,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:05 
541,   27.7 C           ,,   66.0 %RH           ,,01-10-19/09:20:06 
542,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:07 
543,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:08 
544,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:09 
545,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:10 
546,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:11 
547,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:12 
548,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:13 
549,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:14 
550,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:15 
551,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:16 
552,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:17 
553,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:18 
554,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:19 
555,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:20 
556,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:21 
557,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:22 
558,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:23 
559,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:24 
560,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:25 
561,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:26 
562,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:27 
563,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:28 
564,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:29 
565,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:30 
566,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:31 
567,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:32 
568,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:33 
569,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:34 
570,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:35 
571,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:36 
572,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:37 
573,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:38 
574,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:39 
575,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:40 
576,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:41 
577,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:42 
578,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:43 
579,   27.7 C           ,,   65.9 %RH           ,,01-10-19/09:20:44 
580,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:45 
581,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:46 
582,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:47 
583,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:48 
584,   27.7 C           ,,   65.8 %RH           ,,01-10-19/09:20:49 
585,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:50 
586,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:51 
587,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:52 
588,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:53 
589,   27.7 C           ,,   65.7 %RH           ,,01-10-19/09:20:54 
590,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:20:55 
591,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:20:56 
592,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:20:57 
593,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:20:58 
594,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:20:59 
595,   27.7 C           ,,   65.6 %RH           ,,01-10-19/09:21:00 
596,   27.7 C           ,,   65.5 %RH           ,,01-10-19/09:21:01 
597,   27.7 C           ,,   65.5 %RH           ,,01-10-19/09:21:02 
598,   27.7 C           ,,   65.5 %RH           ,,01-10-19/09:21:03 
599,   27.7 C           ,,   65.5 %RH           ,,01-10-19/09:21:04 
600,   27.7 C           ,,   65.5 %RH           ,,01-10-19/09:21:05 
601,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:06 
602,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:07 
603,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:08 
604,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:09 
605,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:10 
606,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:11 
607,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:12 
608,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:13 
609,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:14 
610,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:15 
611,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:16 
612,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:17 
613,   27.7 C           ,,   65.4 %RH           ,,01-10-19/09:21:18 
614,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:19 
615,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:20 
616,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:21 
617,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:22 
618,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:23 
619,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:24 
620,   27.7 C           ,,   65.3 %RH           ,,01-10-19/09:21:25 
621,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:26 
622,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:27 
623,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:28 
624,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:29 
625,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:30 
626,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:31 
627,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:32 
628,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:33 
629,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:34 
630,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:35 
631,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:36 
632,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:37 
633,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:38 
634,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:39 
635,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:40 
636,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:41 
637,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:42 
638,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:43 
639,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:44 
640,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:45 
641,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:46 
642,   27.8 C           ,,   65.2 %RH           ,,01-10-19/09:21:47 
643,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:48 
644,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:49 
645,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:50 
646,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:51 
647,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:52 
648,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:53 
649,   27.7 C           ,,   65.2 %RH           ,,01-10-19/09:21:54 
650,   27.7 C           ,,   65.1 %RH           ,,01-10-19/09:21:55 
651,   27.7 C           ,,   65.1 %RH           ,,01-10-19/09:21:56 
652,   27.7 C           ,,   65.1 %RH           ,,01-10-19/09:21:57 
653,   27.7 C           ,,   65.1 %RH           ,,01-10-19/09:21:58 
