Sep = ,
"Delimiter = ,"
AethLabs
Device ID = AE51-S2-358-1012
Application version = 2.2.4.0
Flow = 99 ml/min
Timebase = 1 s
Start date = 2019/09/25
Start time = 09:12:00
Original date format = yyyy/MM/dd
Original time format = hh:mm:ss
Flow units = ml/min
PCB temp units = deg C
Battery units = %
BC units = ng/m^3

Date,Time,Ref,Sen,ATN,Flow,PCB temp,Status,Battery,BC
2019/09/25,09:17:42,917379,852076,"7.384",99,31,0,100,13072
2019/09/25,09:17:43,917340,852014,"7.388",99,31,0,100,10414
2019/09/25,09:17:44,917398,852050,"7.390",99,31,0,100,7220
2019/09/25,09:17:45,917370,851993,"7.393",99,31,0,100,12523
2019/09/25,09:17:46,917401,851992,"7.397",99,31,0,100,12037
2019/09/25,09:17:47,917332,851913,"7.399",99,31,0,100,6029
2019/09/25,09:17:48,917319,851863,"7.403",99,31,0,100,15326
2019/09/25,09:17:49,917389,851905,"7.406",99,31,0,100,9296
2019/09/25,09:17:50,917490,851981,"7.408",99,31,0,100,7188
2019/09/25,09:17:51,917458,851920,"7.411",99,31,0,100,12641
2019/09/25,09:17:52,917443,851887,"7.414",99,31,0,100,7707
2019/09/25,09:17:53,917437,851859,"7.416",99,31,0,100,9063
2019/09/25,09:17:54,917382,851791,"7.418",99,31,0,100,6843
2019/09/25,09:17:55,917431,851825,"7.420",99,31,0,100,4646
2019/09/25,09:17:56,917443,851830,"7.420",99,31,0,100,2482
2019/09/25,09:17:57,917433,851784,"7.425",99,31,0,100,14838
2019/09/25,09:17:58,917378,851655,"7.434",99,31,0,100,31500
2019/09/25,09:17:59,917330,851563,"7.439",99,31,0,100,19177
2019/09/25,09:18:00,917405,851601,"7.443",99,31,0,100,12783
2019/09/25,09:18:01,917405,851592,"7.444",99,31,0,100,3638
2019/09/25,09:18:02,917468,851644,"7.445",99,31,0,100,2619
2019/09/25,09:18:03,917435,851592,"7.447",99,31,0,100,8637
2019/09/25,09:18:04,917448,851586,"7.450",99,31,0,100,7303
2019/09/25,09:18:05,917354,851480,"7.452",99,31,0,100,7580
2019/09/25,09:18:06,917359,851470,"7.453",99,31,0,100,5919
2019/09/25,09:18:07,917395,851476,"7.457",99,31,0,100,11083
2019/09/25,09:18:08,917445,851510,"7.458",99,31,0,100,5016
2019/09/25,09:18:09,917436,851490,"7.460",99,31,0,100,4709
